Numero_competencia,Posicion_general,Posicion_grupo,Tiempo_carrera,Tiempo_Chip,Categorial,Genero
1,59,7,00:38:17,00:38:17,Elite,Femenino
2,146,8,00:42:10,00:42:08,Elite,Femenino
3,8524,10,DNS,DNS,Elite,Femenino
4,30,2,00:35:35,00:35:35,Elite,Femenino
5,8525,11,DNS,DNS,Elite,Femenino
6,28,1,00:35:29,00:35:29,Elite,Femenino
7,46,6,00:36:54,00:36:52,Elite,Femenino
8,34,3,00:35:51,00:35:50,Elite,Femenino
9,43,5,00:36:40,00:36:39,Elite,Femenino
10,37,4,00:36:23,00:36:21,Elite,Femenino
11,4353,9,01:11:54,01:11:53,Elite,Femenino
15,16,12,00:33:25,00:33:24,Elite,Masculino
16,10,9,00:32:41,00:32:41,Elite,Masculino
17,4,4,00:31:32,00:31:31,Elite,Masculino
18,1,1,00:30:35,00:30:35,Elite,Masculino
19,0,0,DNS,DNS,Elite,Masculino
20,0,0,DNS,DNS,Elite,Masculino
21,55,17,00:37:58,00:37:57,Elite,Masculino
22,0,0,DNF,DNF,Elite,Masculino
23,38,16,00:36:24,00:36:23,Elite,Masculino
24,20,14,00:33:54,00:33:53,Elite,Masculino
25,0,0,DNS,DNS,Elite,Masculino
26,9,8,00:32:36,00:32:35,Elite,Masculino
27,8,7,00:32:23,00:32:22,Elite,Masculino
28,11,10,00:32:45,00:32:44,Elite,Masculino
29,22,15,00:33:57,00:33:56,Elite,Masculino
30,7,6,00:32:20,00:32:19,Elite,Masculino
31,2,2,00:30:51,00:30:50,Elite,Masculino
32,5,5,00:31:58,00:31:57,Elite,Masculino
33,3,3,00:31:12,00:31:12,Elite,Masculino
34,0,0,DNF,DNF,Elite,Masculino
35,0,0,DNS,DNS,Elite,Masculino
36,418,19,00:47:09,00:47:09,Elite,Masculino
37,15,11,00:33:13,00:33:13,Elite,Masculino
38,60,18,00:38:23,00:38:22,Elite,Masculino
39,19,13,00:33:49,00:33:48,Elite,Masculino
40,0,0,DNS,DNS,Elite,Masculino
100,8538,1097,DNS,DNS,Master,Masculino
101,3314,1621,01:06:26,00:53:42,Abierta,Masculino
102,730,415,00:50:17,00:49:33,Abierta,Masculino
103,1486,296,00:56:05,00:54:34,Master,Masculino
104,4217,1981,01:11:09,00:58:36,Abierta,Masculino
105,191,114,00:43:15,00:42:18,Abierta,Masculino
106,3616,506,01:07:57,01:03:35,Plus,Masculino
107,2752,386,01:03:18,01:00:24,Plus,Masculino
108,8456,949,01:55:16,01:41:10,Plus,Masculino
109,3496,128,01:07:22,01:02:41,Master,Femenino
110,3860,1844,01:09:07,01:00:53,Abierta,Masculino
111,0,0,DNF,DNF,Abierta,Femenino
112,8231,1082,01:43:11,01:43:11,Master,Masculino
113,0,0,DNS,DNS,Abierta,Masculino
114,4881,661,01:14:18,01:05:30,Plus,Masculino
115,3806,531,01:08:53,01:02:15,Plus,Masculino
116,8328,2410,01:46:16,01:36:52,Abierta,Femenino
117,8540,1098,DNS,DNS,Master,Masculino
118,8541,1099,DNS,DNS,Master,Masculino
119,3689,1778,01:08:19,01:01:38,Abierta,Masculino
120,846,99,00:51:24,00:50:18,Plus,Masculino
121,5628,868,01:18:20,01:17:28,Master,Masculino
122,5954,757,01:20:17,01:14:13,Plus,Masculino
123,1488,801,00:56:05,00:53:31,Abierta,Masculino
124,1939,1005,00:58:42,00:54:05,Abierta,Masculino
125,0,0,DNS,DNS,Plus,Masculino
126,0,0,DNS,DNS,Abierta,Femenino
127,2281,440,01:00:50,01:00:35,Master,Masculino
128,7671,2951,01:33:29,01:24:11,Abierta,Masculino
129,4584,771,01:12:56,01:07:07,Abierta,Femenino
130,3546,1723,01:07:37,01:00:56,Abierta,Masculino
131,4304,2009,01:11:37,00:58:57,Abierta,Masculino
132,4834,855,01:14:07,01:01:27,Abierta,Femenino
133,4214,1980,01:11:07,01:06:26,Abierta,Masculino
134,270,46,00:44:54,00:44:07,Master,Masculino
135,8506,951,02:03:56,01:57:00,Plus,Masculino
136,4632,198,01:13:10,01:07:00,Master,Femenino
137,1621,127,00:56:59,00:55:26,Abierta,Femenino
138,8095,925,01:40:00,01:38:32,Plus,Masculino
139,2299,337,01:00:55,01:00:31,Plus,Masculino
140,0,0,DNS,DNS,Plus,Masculino
141,5535,2400,01:17:50,01:17:50,Abierta,Masculino
142,4336,600,01:11:48,01:11:48,Plus,Masculino
143,5579,2411,01:18:05,01:05:42,Abierta,Masculino
144,5897,1261,01:19:57,01:16:19,Abierta,Femenino
145,440,253,00:47:26,00:45:57,Abierta,Masculino
146,1724,906,00:57:32,00:54:34,Abierta,Masculino
147,1240,681,00:54:27,00:52:57,Abierta,Masculino
148,5138,969,01:15:34,01:08:12,Abierta,Femenino
149,0,0,DNS,DNS,Abierta,Masculino
150,5589,1147,01:18:08,01:10:47,Abierta,Femenino
151,986,131,00:52:38,00:51:28,Plus,Masculino
152,3625,1757,01:08:00,01:04:05,Abierta,Masculino
153,8008,919,01:38:17,01:24:41,Plus,Masculino
154,2422,462,01:01:36,01:01:21,Master,Masculino
155,544,111,00:48:37,00:48:29,Master,Masculino
156,7561,2931,01:32:05,01:23:37,Abierta,Masculino
157,984,130,00:52:37,00:52:17,Plus,Masculino
158,2053,402,00:59:24,00:55:23,Master,Masculino
159,2695,1373,01:03:00,00:59:22,Abierta,Masculino
160,0,0,DNS,DNS,Abierta,Femenino
161,4895,2214,01:14:22,01:05:23,Abierta,Masculino
162,4080,1930,01:10:21,01:01:15,Abierta,Masculino
163,4914,663,01:14:28,01:14:08,Plus,Masculino
164,6104,773,01:21:09,01:12:35,Plus,Masculino
165,8547,296,DNS,DNS,Plus,Femenino
166,0,0,DNS,DNS,Plus,Masculino
167,0,0,DNS,DNS,Plus,Masculino
168,813,168,00:51:05,00:49:53,Master,Masculino
169,824,462,00:51:14,00:50:40,Abierta,Masculino
170,7691,893,01:33:39,01:21:27,Plus,Masculino
171,3533,498,01:07:34,01:02:15,Plus,Masculino
172,0,0,DNS,DNS,Master,Femenino
173,2844,329,01:03:48,00:59:22,Abierta,Femenino
174,7626,2069,01:32:56,01:23:41,Abierta,Femenino
175,3116,436,01:05:18,01:03:55,Plus,Masculino
176,5530,718,01:17:47,01:13:53,Plus,Masculino
177,4832,785,01:14:06,01:07:42,Master,Masculino
178,8551,297,DNS,DNS,Plus,Femenino
179,0,0,DNS,DNS,Abierta,Femenino
180,879,107,00:51:42,00:49:37,Plus,Masculino
181,4058,564,01:10:10,01:03:58,Plus,Masculino
182,5075,939,01:15:16,01:09:04,Abierta,Femenino
183,4891,226,01:14:21,01:12:19,Master,Femenino
184,7669,2091,01:33:28,01:26:10,Abierta,Femenino
185,6260,934,01:21:57,01:07:52,Master,Masculino
186,7868,2194,01:36:01,01:24:36,Abierta,Femenino
187,5486,858,01:17:33,01:06:08,Master,Masculino
188,0,0,DNS,DNS,Abierta,Femenino
189,0,0,DNS,DNS,Abierta,Masculino
190,5293,835,01:16:29,01:15:14,Master,Masculino
191,8555,1100,DNS,DNS,Master,Masculino
192,0,0,DNS,DNS,Plus,Masculino
193,8079,923,01:39:39,01:30:35,Plus,Masculino
194,993,197,00:52:40,00:50:19,Master,Masculino
195,5171,249,01:15:46,01:04:32,Master,Femenino
196,1063,591,00:53:11,00:51:32,Abierta,Masculino
197,0,0,DNS,DNS,Abierta,Femenino
198,0,0,DNF,DNF,Plus,Masculino
199,7877,2199,01:36:05,01:26:47,Abierta,Femenino
200,7874,905,01:36:05,01:26:43,Plus,Masculino
201,2495,1272,01:01:59,00:58:04,Abierta,Masculino
202,0,0,DNS,DNS,Abierta,Masculino
203,0,0,DNS,DNS,Abierta,Masculino
204,6067,767,01:20:56,01:20:49,Plus,Masculino
205,0,0,DNS,DNS,Abierta,Femenino
206,7159,1012,01:28:16,01:19:36,Master,Masculino
207,6464,1516,01:23:17,01:12:48,Abierta,Femenino
208,614,63,00:49:20,00:46:48,Plus,Masculino
209,3405,459,01:06:56,01:04:52,Abierta,Femenino
210,3654,138,01:08:10,01:04:43,Master,Femenino
211,2301,1177,01:00:56,00:57:37,Abierta,Masculino
212,0,0,DNS,DNS,Abierta,Femenino
213,2854,1437,01:03:51,01:01:22,Abierta,Masculino
214,5644,1169,01:18:26,01:17:17,Abierta,Femenino
215,5190,986,01:15:54,01:09:05,Abierta,Femenino
216,6002,2553,01:20:33,01:10:37,Abierta,Masculino
217,6646,1604,01:24:17,01:21:40,Abierta,Femenino
218,5311,2340,01:16:36,01:07:06,Abierta,Masculino
219,7938,469,01:36:58,01:24:48,Master,Femenino
220,3247,456,01:06:03,00:58:59,Plus,Masculino
221,1058,204,00:53:09,00:51:34,Master,Masculino
222,6031,764,01:20:42,01:07:57,Plus,Masculino
223,7632,2073,01:33:02,01:23:32,Abierta,Femenino
224,867,102,00:51:36,00:51:31,Plus,Masculino
225,856,100,00:51:30,00:51:09,Plus,Masculino
226,0,0,DNS,DNS,Plus,Masculino
227,0,0,DNS,DNS,Abierta,Femenino
228,379,13,00:46:35,00:46:22,Abierta,Femenino
229,5734,2459,01:18:59,01:15:24,Abierta,Masculino
230,1944,1009,00:58:44,00:55:36,Abierta,Masculino
231,7180,1864,01:28:27,01:25:20,Abierta,Femenino
232,3876,579,01:09:12,00:59:36,Abierta,Femenino
233,5974,1287,01:20:25,01:20:11,Abierta,Femenino
234,8564,1101,DNS,DNS,Master,Masculino
235,6901,2776,01:26:10,01:16:39,Abierta,Masculino
236,7586,884,01:32:25,01:21:15,Plus,Masculino
237,6879,2770,01:26:01,01:14:49,Abierta,Masculino
238,7672,2952,01:33:30,01:22:17,Abierta,Masculino
239,6741,980,01:24:56,01:20:18,Master,Masculino
240,7354,405,01:29:55,01:17:33,Master,Femenino
241,2779,526,01:03:29,01:01:11,Master,Masculino
242,0,0,DNS,DNS,Plus,Masculino
243,5070,938,01:15:15,01:07:18,Abierta,Femenino
244,0,0,DNS,DNS,Abierta,Masculino
245,5188,984,01:15:53,01:06:08,Abierta,Femenino
246,1689,889,00:57:18,00:54:33,Abierta,Masculino
247,0,0,DNS,DNS,Plus,Masculino
248,0,0,DNS,DNS,Abierta,Femenino
249,3901,669,01:09:19,01:04:13,Master,Masculino
250,5109,810,01:15:24,01:05:55,Master,Masculino
251,175,104,00:42:57,00:42:48,Abierta,Masculino
252,2205,328,01:00:22,00:57:57,Plus,Masculino
253,6558,963,01:23:49,01:09:27,Master,Masculino
254,6650,1608,01:24:18,01:09:55,Abierta,Femenino
255,3859,540,01:09:07,00:53:07,Plus,Masculino
256,3580,1737,01:07:46,01:02:18,Abierta,Masculino
257,2330,1189,01:01:06,00:58:01,Abierta,Masculino
258,1771,356,00:57:48,00:55:29,Master,Masculino
259,8230,2362,01:43:11,01:33:09,Abierta,Femenino
260,4552,762,01:12:47,01:08:39,Abierta,Femenino
261,692,397,00:49:56,00:49:09,Abierta,Masculino
262,0,0,DNS,DNS,Master,Femenino
263,0,0,DNS,DNS,Plus,Masculino
264,2618,369,01:02:31,00:58:04,Plus,Masculino
265,2104,308,00:59:46,00:55:19,Plus,Masculino
266,8571,1102,DNS,DNS,Master,Masculino
267,6826,986,01:25:32,01:18:44,Master,Masculino
268,4216,75,01:11:08,01:06:40,Plus,Femenino
269,0,0,DNS,DNS,Master,Femenino
270,1004,560,00:52:45,00:52:18,Abierta,Masculino
271,6742,1647,01:24:56,01:14:25,Abierta,Femenino
272,6745,2737,01:24:57,01:16:01,Abierta,Masculino
273,0,0,DNS,DNS,Plus,Masculino
274,1360,269,00:55:21,00:53:02,Master,Masculino
275,1390,758,00:55:31,00:54:06,Abierta,Masculino
276,6371,1467,01:22:39,01:11:24,Abierta,Femenino
277,0,0,DNS,DNS,Abierta,Masculino
278,432,248,00:47:17,00:45:42,Abierta,Masculino
279,1019,569,00:52:52,00:50:26,Abierta,Masculino
280,280,167,00:45:05,00:44:59,Abierta,Masculino
281,540,109,00:48:32,00:48:21,Master,Masculino
282,644,370,00:49:35,00:48:43,Abierta,Masculino
283,663,380,00:49:45,00:49:25,Abierta,Masculino
284,0,0,DNS,DNS,Abierta,Masculino
285,1742,914,00:57:38,00:57:28,Abierta,Masculino
286,809,166,00:51:03,00:50:08,Master,Masculino
287,8576,1103,DNS,DNS,Master,Masculino
288,0,0,DNS,DNS,Master,Femenino
289,0,0,DNS,DNS,Abierta,Masculino
290,1494,299,00:56:06,00:50:53,Master,Masculino
291,0,0,DNS,DNS,Plus,Masculino
292,281,48,00:45:06,00:44:59,Master,Masculino
293,1388,195,00:55:30,00:54:29,Plus,Masculino
294,6591,811,01:24:00,01:10:27,Plus,Masculino
295,4708,209,01:13:33,01:12:57,Master,Femenino
296,293,32,00:45:15,00:45:01,Plus,Masculino
297,4711,645,01:13:33,01:12:56,Plus,Masculino
298,653,372,00:49:39,00:49:03,Abierta,Masculino
299,1866,267,00:58:17,00:58:00,Plus,Masculino
300,3925,1873,01:09:26,00:58:56,Abierta,Masculino
301,0,0,DNS,DNS,Abierta,Masculino
302,209,29,00:43:41,00:43:36,Master,Masculino
303,696,398,00:49:59,00:49:55,Abierta,Masculino
304,0,0,DNS,DNS,Abierta,Femenino
305,3987,1892,01:09:46,01:01:02,Abierta,Masculino
306,3062,566,01:05:01,01:04:52,Master,Masculino
307,6522,1541,01:23:37,01:13:12,Abierta,Femenino
308,1261,688,00:54:37,00:54:21,Abierta,Masculino
309,706,142,00:50:06,00:50:00,Master,Masculino
310,1915,172,00:58:32,00:54:45,Abierta,Femenino
311,3516,1712,01:07:29,01:05:07,Abierta,Masculino
312,1358,268,00:55:21,00:53:00,Master,Masculino
313,18,6,00:33:44,00:33:43,Abierta,Masculino
314,2197,1124,01:00:20,00:55:51,Abierta,Masculino
315,3962,676,01:09:38,01:08:12,Master,Masculino
316,0,0,DNS,DNS,Abierta,Masculino
317,1334,725,00:55:09,00:54:38,Abierta,Masculino
318,8583,1104,DNS,DNS,Master,Masculino
319,1101,147,00:53:30,00:52:28,Plus,Masculino
320,3304,441,01:06:22,00:58:02,Abierta,Femenino
321,564,328,00:48:54,00:47:00,Abierta,Masculino
322,289,31,00:45:13,00:45:06,Plus,Masculino
323,919,14,00:52:01,00:51:31,Master,Femenino
324,0,0,DNF,DNF,Abierta,Masculino
325,913,508,00:51:58,00:51:46,Abierta,Masculino
326,0,0,DNS,DNS,Abierta,Femenino
327,6040,1313,01:20:45,01:18:51,Abierta,Femenino
328,364,209,00:46:24,00:46:15,Abierta,Masculino
329,0,0,DNS,DNS,Abierta,Masculino
330,0,0,DNS,DNS,Abierta,Femenino
331,3173,100,01:05:37,01:05:34,Master,Femenino
332,3082,1522,01:05:07,00:57:59,Abierta,Masculino
333,0,0,DNS,DNS,Abierta,Masculino
334,3111,400,01:05:16,01:05:11,Abierta,Femenino
335,416,84,00:47:07,00:46:57,Master,Masculino
336,1585,224,00:56:47,00:54:12,Plus,Masculino
337,3435,1672,01:07:05,00:59:17,Abierta,Masculino
338,4013,558,01:09:53,01:06:35,Plus,Masculino
339,1338,187,00:55:13,00:55:08,Plus,Masculino
340,2111,414,00:59:49,00:57:57,Master,Masculino
341,0,0,DNS,DNS,Plus,Masculino
342,4097,697,01:10:27,01:02:38,Master,Masculino
343,1646,865,00:57:08,00:56:52,Abierta,Masculino
344,12,2,00:32:48,00:32:48,Abierta,Masculino
345,0,0,DNS,DNS,Abierta,Femenino
346,3097,1530,01:05:13,01:05:11,Abierta,Masculino
347,1932,1003,00:58:39,00:58:00,Abierta,Masculino
348,0,0,DNS,DNS,Abierta,Femenino
349,217,33,00:43:49,00:43:40,Master,Masculino
350,8591,1105,DNS,DNS,Master,Masculino
351,2740,1390,01:03:14,01:01:16,Abierta,Masculino
352,0,0,DNS,DNS,Master,Femenino
353,2074,1074,00:59:34,00:57:56,Abierta,Masculino
354,161,91,00:42:41,00:42:37,Abierta,Masculino
355,3530,132,01:07:32,01:06:52,Master,Femenino
356,1087,145,00:53:24,00:48:00,Plus,Masculino
357,2146,1107,01:00:00,01:00:00,Abierta,Masculino
358,528,311,00:48:26,00:48:13,Abierta,Masculino
359,1257,176,00:54:34,00:51:53,Plus,Masculino
360,1656,335,00:57:11,00:56:36,Master,Masculino
361,6299,322,01:22:10,01:15:06,Master,Femenino
362,4685,204,01:13:25,01:12:53,Master,Femenino
363,1050,583,00:53:05,00:52:15,Abierta,Masculino
364,970,537,00:52:29,00:52:25,Abierta,Masculino
365,420,243,00:47:11,00:47:03,Abierta,Masculino
366,7802,1061,01:35:06,01:21:01,Master,Masculino
367,877,55,00:51:42,00:51:37,Abierta,Femenino
368,2774,525,01:03:27,00:54:12,Master,Masculino
369,8321,513,01:46:03,01:31:48,Master,Femenino
370,0,0,DNS,DNS,Master,Femenino
371,861,480,00:51:30,00:51:11,Abierta,Masculino
372,1660,337,00:57:12,00:57:07,Master,Masculino
373,1187,165,00:54:04,00:53:57,Plus,Masculino
374,1208,665,00:54:13,00:52:36,Abierta,Masculino
375,8594,1106,DNS,DNS,Master,Masculino
376,4838,221,01:14:08,01:14:00,Master,Femenino
377,0,0,DNS,DNS,Abierta,Femenino
378,7609,2058,01:32:44,01:22:18,Abierta,Femenino
379,3829,535,01:08:58,01:00:55,Plus,Masculino
380,7293,863,01:29:21,01:21:32,Plus,Masculino
381,3299,111,01:06:20,01:02:44,Master,Femenino
382,2143,316,00:59:58,00:59:48,Plus,Masculino
383,390,3,00:46:46,00:46:12,Plus,Femenino
384,1102,214,00:53:30,00:52:59,Master,Masculino
385,0,0,DNS,DNS,Plus,Masculino
386,5394,267,01:17:04,01:16:34,Master,Femenino
387,64,26,00:38:30,00:38:30,Abierta,Masculino
388,437,17,00:47:22,00:47:13,Abierta,Femenino
389,3622,56,01:07:59,01:07:30,Plus,Femenino
390,177,4,00:42:57,00:42:56,Abierta,Femenino
391,524,52,00:48:23,00:48:20,Plus,Masculino
392,3535,499,01:07:34,00:57:28,Plus,Masculino
393,0,0,DNS,DNS,Abierta,Femenino
394,0,0,DNS,DNS,Abierta,Femenino
395,3354,607,01:06:39,01:06:21,Master,Masculino
396,2158,25,01:00:05,00:51:11,Plus,Femenino
397,6721,352,01:24:50,01:14:38,Master,Femenino
398,743,151,00:50:26,00:50:05,Master,Masculino
399,354,68,00:46:12,00:45:43,Master,Masculino
400,4609,195,01:13:04,01:12:36,Master,Femenino
401,2936,1472,01:04:16,01:04:09,Abierta,Masculino
402,394,76,00:46:50,00:46:48,Master,Masculino
403,2790,318,01:03:32,00:57:43,Abierta,Femenino
404,0,0,DNS,DNS,Abierta,Masculino
405,0,0,DNS,DNS,Abierta,Femenino
406,7912,2992,01:36:38,01:35:22,Abierta,Masculino
407,3630,1759,01:08:01,01:08:01,Abierta,Masculino
408,703,83,00:50:05,00:49:58,Plus,Masculino
409,4576,767,01:12:54,01:05:58,Abierta,Femenino
410,8601,1107,DNS,DNS,Master,Masculino
411,715,145,00:50:09,00:49:58,Master,Masculino
412,897,111,00:51:52,00:51:50,Plus,Masculino
413,0,0,DNS,DNS,Abierta,Femenino
414,268,159,00:44:53,00:44:38,Abierta,Masculino
415,1468,292,00:55:58,00:54:33,Master,Masculino
416,3794,528,01:08:50,01:07:49,Plus,Masculino
417,1424,284,00:55:44,00:54:20,Master,Masculino
418,5276,1024,01:16:25,01:15:06,Abierta,Femenino
419,7426,876,01:30:31,01:30:19,Plus,Masculino
420,4209,1978,01:11:06,01:09:24,Abierta,Masculino
421,35,13,00:35:53,00:35:53,Abierta,Masculino
422,1678,879,00:57:16,00:56:34,Abierta,Masculino
423,0,0,DNS,DNS,Master,Femenino
424,1377,751,00:55:26,00:52:43,Abierta,Masculino
425,221,134,00:43:53,00:43:48,Abierta,Masculino
426,759,43,00:50:32,00:49:58,Abierta,Femenino
427,2594,1328,01:02:24,01:00:13,Abierta,Masculino
428,2575,1316,01:02:19,01:02:15,Abierta,Masculino
429,8604,1108,DNS,DNS,Master,Masculino
430,582,121,00:49:04,00:47:50,Master,Masculino
431,2679,1363,01:02:53,01:02:46,Abierta,Masculino
432,2182,208,01:00:14,01:00:07,Abierta,Femenino
433,8605,1109,DNS,DNS,Master,Masculino
434,2803,1417,01:03:37,01:02:32,Abierta,Masculino
435,0,0,DNS,DNS,Abierta,Femenino
436,0,0,DNS,DNS,Plus,Masculino
437,7445,2906,01:30:43,01:16:47,Abierta,Masculino
438,4460,741,01:12:21,01:11:01,Abierta,Femenino
439,0,0,DNS,DNS,Abierta,Masculino
440,8609,1110,DNS,DNS,Master,Masculino
441,0,0,DNS,DNS,Plus,Masculino
442,612,62,00:49:20,00:49:01,Plus,Masculino
443,635,6,00:49:31,00:49:30,Plus,Femenino
444,0,0,DNS,DNS,Plus,Masculino
445,0,0,DNS,DNS,Abierta,Femenino
446,1282,179,00:54:47,00:54:45,Plus,Masculino
447,749,423,00:50:28,00:49:52,Abierta,Masculino
448,716,408,00:50:10,00:48:59,Abierta,Masculino
449,1893,980,00:58:26,00:57:09,Abierta,Masculino
450,851,473,00:51:28,00:50:25,Abierta,Masculino
451,2298,442,01:00:55,01:00:49,Master,Masculino
452,7889,232,01:36:18,01:35:58,Plus,Femenino
453,2629,499,01:02:34,01:02:06,Master,Masculino
454,2200,327,01:00:21,00:58:39,Plus,Masculino
455,4249,585,01:11:19,01:10:53,Plus,Masculino
456,0,0,DNF,DNF,Master,Femenino
457,5812,1236,01:19:29,01:14:09,Abierta,Femenino
458,3816,563,01:08:54,01:02:55,Abierta,Femenino
459,0,0,DNS,DNS,Abierta,Masculino
460,1143,632,00:53:46,00:53:12,Abierta,Masculino
461,3719,536,01:08:26,01:07:52,Abierta,Femenino
462,777,11,00:50:46,00:50:11,Master,Femenino
463,427,246,00:47:15,00:45:55,Abierta,Masculino
464,6706,977,01:24:43,01:09:58,Master,Masculino
465,7972,236,01:37:37,01:22:53,Plus,Femenino
466,7072,1815,01:27:30,01:12:45,Abierta,Femenino
467,8614,1111,DNS,DNS,Master,Masculino
468,6829,827,01:25:34,01:10:50,Plus,Masculino
469,72,11,00:38:59,00:38:35,Master,Masculino
470,2357,450,01:01:14,00:57:15,Master,Masculino
471,1136,627,00:53:43,00:52:38,Abierta,Masculino
472,5928,1270,01:20:09,01:20:07,Abierta,Femenino
473,1344,730,00:55:16,00:53:52,Abierta,Masculino
474,7486,1995,01:31:02,01:30:14,Abierta,Femenino
475,2293,229,01:00:53,00:59:48,Abierta,Femenino
476,1042,18,00:53:01,00:52:52,Master,Femenino
477,8615,1112,DNS,DNS,Master,Masculino
478,2045,299,00:59:22,00:58:19,Plus,Masculino
479,3297,1617,01:06:20,01:06:08,Abierta,Masculino
480,3738,60,01:08:34,01:05:04,Plus,Femenino
481,2078,304,00:59:36,00:57:51,Plus,Masculino
482,2926,352,01:04:14,01:04:01,Abierta,Femenino
483,7769,2144,01:34:43,01:26:12,Abierta,Femenino
484,2085,1077,00:59:38,00:59:23,Abierta,Masculino
485,1111,151,00:53:34,00:53:33,Plus,Masculino
486,1859,369,00:58:15,00:58:04,Master,Masculino
487,4369,82,01:11:58,01:11:29,Plus,Femenino
488,2805,532,01:03:37,00:57:58,Master,Masculino
489,6677,975,01:24:32,01:12:26,Master,Masculino
490,4604,766,01:13:02,01:00:19,Master,Masculino
491,2139,417,00:59:57,00:58:46,Master,Masculino
492,0,0,DNS,DNS,Abierta,Masculino
493,1073,141,00:53:19,00:53:02,Plus,Masculino
494,1863,163,00:58:17,00:57:35,Abierta,Femenino
495,76,12,00:39:23,00:39:22,Master,Masculino
496,1867,164,00:58:17,00:57:35,Abierta,Femenino
497,1580,836,00:56:45,00:56:36,Abierta,Masculino
498,61,4,00:38:27,00:38:26,Plus,Masculino
499,5529,1124,01:17:47,01:16:34,Abierta,Femenino
500,1519,214,00:56:17,00:55:31,Plus,Masculino
501,4400,734,01:12:06,01:11:40,Master,Masculino
502,44,5,00:36:46,00:36:46,Master,Masculino
503,2127,314,00:59:54,00:59:48,Plus,Masculino
504,633,129,00:49:30,00:49:26,Master,Masculino
505,1292,703,00:54:51,00:54:05,Abierta,Masculino
506,5150,689,01:15:39,01:15:32,Plus,Masculino
507,2612,285,01:02:29,01:01:12,Abierta,Femenino
508,2614,498,01:02:30,01:01:12,Master,Masculino
509,488,50,00:47:58,00:47:53,Plus,Masculino
510,2734,1386,01:03:12,01:03:03,Abierta,Masculino
511,4476,745,01:12:25,01:12:17,Abierta,Femenino
512,1137,156,00:53:43,00:53:38,Plus,Masculino
513,5166,248,01:15:45,01:14:59,Master,Femenino
514,4082,1932,01:10:22,01:10:14,Abierta,Masculino
515,0,0,DNS,DNS,Master,Femenino
516,3360,1643,01:06:40,01:06:28,Abierta,Masculino
517,8618,1113,DNS,DNS,Master,Masculino
518,3414,461,01:06:59,01:06:50,Abierta,Femenino
519,3226,427,01:05:57,01:05:43,Abierta,Femenino
520,1443,778,00:55:50,00:54:44,Abierta,Masculino
521,5861,898,01:19:44,01:10:03,Master,Masculino
522,0,0,DSQ,DSQ,Abierta,Femenino
523,1938,384,00:58:41,00:57:24,Master,Masculino
524,92,43,00:40:21,00:40:17,Abierta,Masculino
525,278,47,00:45:02,00:44:58,Master,Masculino
526,3402,612,01:06:55,01:06:45,Master,Masculino
527,489,286,00:47:59,00:47:53,Abierta,Masculino
528,287,172,00:45:10,00:44:36,Abierta,Masculino
529,3048,380,01:04:59,01:03:53,Abierta,Femenino
530,1160,641,00:53:55,00:52:43,Abierta,Masculino
531,419,16,00:47:09,00:46:20,Abierta,Femenino
532,1247,246,00:54:29,00:53:14,Master,Masculino
533,3588,503,01:07:47,01:07:29,Plus,Masculino
534,52,22,00:37:27,00:37:00,Abierta,Masculino
535,1154,77,00:53:52,00:53:14,Abierta,Femenino
536,904,113,00:51:54,00:50:39,Plus,Masculino
537,5555,1138,01:17:58,01:07:52,Abierta,Femenino
538,859,178,00:51:30,00:50:58,Master,Masculino
539,4105,698,01:10:29,01:09:32,Master,Masculino
540,1179,651,00:54:01,00:52:43,Abierta,Masculino
541,3388,474,01:06:48,01:05:03,Plus,Masculino
542,1783,40,00:57:52,00:56:13,Master,Femenino
543,8619,1114,DNS,DNS,Master,Masculino
544,2102,51,00:59:45,00:59:38,Master,Femenino
545,7529,213,01:31:37,01:22:39,Plus,Femenino
546,992,551,00:52:39,00:52:30,Abierta,Masculino
547,1401,762,00:55:37,00:54:10,Abierta,Masculino
548,909,56,00:51:57,00:51:47,Abierta,Femenino
549,1799,257,00:57:57,00:56:23,Plus,Masculino
550,4819,655,01:14:03,01:12:38,Plus,Masculino
551,3192,103,01:05:45,01:05:37,Master,Femenino
552,3168,415,01:05:34,01:03:55,Abierta,Femenino
553,193,21,00:43:18,00:43:16,Plus,Masculino
554,8620,1115,DNS,DNS,Master,Masculino
555,1490,297,00:56:06,00:53:23,Master,Masculino
556,1523,110,00:56:18,00:56:08,Abierta,Femenino
557,1076,208,00:53:20,00:53:13,Master,Masculino
558,3827,534,01:08:57,01:08:33,Plus,Masculino
559,71,31,00:38:54,00:38:53,Abierta,Masculino
560,4625,636,01:13:09,01:07:22,Plus,Masculino
561,0,0,DNS,DNS,Abierta,Femenino
562,5721,132,01:18:55,01:14:48,Plus,Femenino
563,1890,275,00:58:25,00:56:35,Plus,Masculino
564,4203,581,01:11:05,01:10:58,Plus,Masculino
565,395,77,00:46:50,00:46:08,Master,Masculino
566,1393,273,00:55:32,00:54:20,Master,Masculino
567,522,307,00:48:22,00:46:53,Abierta,Masculino
568,7666,2089,01:33:27,01:24:30,Abierta,Femenino
569,0,0,DNS,DNS,Abierta,Femenino
570,2952,85,01:04:21,01:01:52,Master,Femenino
571,327,36,00:45:50,00:45:40,Plus,Masculino
572,1843,965,00:58:10,00:57:08,Abierta,Masculino
573,4761,829,01:13:47,01:05:00,Abierta,Femenino
